date,slot,price_yuan_per_kwh,grid_purchase_plan_kwh,load_actual_kwh,pv_actual_kwh,soc_real_start_kwh,soc_real_end_kwh,plan_terminal_soc_kwh,x_real_kwh,y_real_kwh,q_real_kwh,z_real_kwh,emergency_purchase_kwh,planned_cost_slot_yuan,emergency_cost_slot_yuan,total_cost_slot_yuan,effective_contract_kwh,load_forecast_kwh,pv_forecast_kwh,run_label,rolling_primary_status,rolling_secondary_status,rolling_tertiary_status,rolling_primary_star,rolling_terminal_gap_star,rolling_max_violation,rolling_tertiary_throughput_star,source_time
2025-08-18,91,0.66,142.16092131822302,1167.8192833333333,1076.0379833333332,10677.127876465587,10720.29986937978,1199.9999999999998,47.968881015769426,94.19204030245359,0.0,0.0,0.0,93.82620807002719,0.0,93.82620807002719,142.16092131822302,1190.145308333333,1056.6662292254887,Q3 FINAL,optimal,optimal,optimal,63.54807950513376,0.0,1.0000000116860974e-07,10315.11589571747,15:10:00
2025-08-18,92,0.7217,226.642949555962,1125.4056833333334,1071.25165,10720.29986937978,10800.0,1199.9999999999998,88.55570068913408,138.0872488668279,0.0,0.0,0.0,163.56821669453777,0.0,163.56821669453777,226.642949555962,1208.211525,1008.0415183391785,Q3 FINAL,optimal,optimal,optimal,63.54807950513376,0.0,1.0000000116860974e-07,10271.943902803283,15:20:00
2025-08-18,93,0.7308,285.8268777937002,1135.9916666666666,1026.4937499999999,10800.0,10800.0,1199.9999999999998,7.958078640513122e-13,285.8268777936994,0.0,0.0,0.0,208.8822822916361,0.0,208.8822822916361,285.8268777937002,1225.4208333333331,959.4168074528682,Q3 FINAL,optimal,optimal,optimal,63.54807950513332,0.0,1.0000000116860974e-07,10192.243772183061,15:30:00
2025-08-18,94,0.7534,317.7162310314387,1184.7585,911.3945166666667,10800.0,10800.0,1199.9999999999998,-4.547473508864641e-13,317.7162310314392,0.0,0.0,0.0,239.3674084590859,0.0,239.3674084590859,317.7162310314387,1211.9630916666665,910.7920965665579,Q3 FINAL,optimal,optimal,optimal,63.54807950513332,0.0,1.0000000116860974e-07,10192.243772183065,15:40:00
2025-08-18,95,0.7823,367.0284426025107,1230.2560166666667,842.4485,10800.0,10776.912139928716,1199.9999999999998,0.0,367.0284426025107,0.0,20.77907406415602,0.0,287.12635064794415,0.0,287.12635064794415,367.0284426025107,1203.4811583333333,862.1673856802477,Q3 FINAL,optimal,optimal,optimal,76.62802156342283,0.0,1e-07,10224.643881943015,15:50:00
2025-08-18,96,0.8055,412.33738618381415,1233.32,819.53125,10776.912139928716,10775.299513466287,1199.9999999999998,0.0,412.33738618381415,0.0,1.4513638161857898,0.0,332.1377645710623,0.0,332.1377645710623,412.33738618381415,1207.8799999999999,813.5426747939375,Q3 FINAL,optimal,optimal,optimal,110.45430343265484,0.0,1e-07,10169.155912111775,16:00:00
2025-08-18,97,0.8271,422.97455389667937,1191.0682833333333,735.2834166666667,10775.299513466287,10738.843610388523,1199.9999999999998,0.0,422.97455389667937,0.0,32.81031276998726,0.0,349.84225352794346,0.0,349.84225352794346,422.97455389667937,1201.871825,745.9185237522829,Q3 FINAL,optimal,optimal,optimal,110.09890646663867,0.0,1.000000082740371e-07,10167.543285649346,16:10:00
2025-08-18,98,0.8519,508.2388518112964,1205.8365666666666,663.1053333333333,10738.843610388523,10700.518742030705,1199.9999999999998,0.0,508.2388518112964,0.0,34.49238152203691,0.0,432.9686778580434,0.0,432.9686778580434,508.2388518112964,1212.791533333333,678.2943727106286,Q3 FINAL,optimal,optimal,optimal,127.52545383269852,0.0,1e-07,10131.087382572077,16:20:00
2025-08-18,99,0.8791,634.5859913925808,1252.0633333333333,624.0999999999999,10700.518742030705,10706.479134284027,1199.9999999999998,6.622658059247442,627.9633333333334,0.0,0.0,0.0,557.8645450332178,0.0,557.8645450332178,634.5859913925808,1230.0258333333331,610.6702216689741,Q3 FINAL,optimal,optimal,optimal,142.3066334826594,0.0,1e-07,10077.268615210112,16:30:00
2025-08-18,100,0.9024,651.2539508447272,1210.5092,559.0060166666666,10706.479134284027,10706.202209296687,1199.9999999999998,0.0,651.2539508447272,0.0,0.24923248860613967,0.0,587.6915652422819,0.0,587.6915652422819,651.2539508447272,1212.3464833333333,543.0460706273196,Q3 FINAL,optimal,optimal,optimal,104.63210301415481,0.0,1e-07,10071.308222956286,16:40:00
