Hour,Region,TaskType,Actual_GPU,Predicted_GPU,AbsoluteError
2399,RegionC,RealTimeInference,13,7.095538720538721,5.904461279461279
2399,RegionC,BatchInference,11,14.478535353535353,3.478535353535353
2399,RegionC,AITraining,37,24.610690235690235,12.389309764309765
2399,RegionD,RealTimeInference,0,0.8261784511784511,0.8261784511784511
2399,RegionD,BatchInference,0,18.835858585858585,18.835858585858585
2399,RegionD,AITraining,0,170.05765993265993,170.05765993265993
2399,RegionE,RealTimeInference,4,1.093013468013468,2.906986531986532
2399,RegionE,BatchInference,13,12.241582491582491,0.7584175084175087
2399,RegionE,AITraining,115,121.13257575757575,6.132575757575751
2399,RegionF,RealTimeInference,1,0.8337542087542088,0.1662457912457912
2399,RegionF,BatchInference,0,11.337542087542088,11.337542087542088
2399,RegionF,AITraining,271,122.66287878787878,148.33712121212122
