date,selected_load_window,selected_pv_window,soc_start_kwh,soc_plan_end_kwh,soc_actual_end_kwh,planned_grid_purchase_kwh,emergency_purchase_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_secondary_throughput_kwh,actual_executed_throughput_kwh,actual_end_soc_deficit_kwh,actual_rolling_solve_count,rolling_primary_optimal_count,rolling_secondary_optimal_count,rolling_tertiary_optimal_count,rolling_terminal_gap_min_kwh,rolling_terminal_gap_max_kwh,rolling_terminal_gap_last_kwh,max_actual_executed_constraint_violation,max_rolling_constraint_violation,actual_optimize_seconds,actual_elapsed_seconds,max_plan_constraint_violation,max_actual_constraint_violation,simultaneous_plan_charge_discharge_slots,simultaneous_actual_charge_discharge_slots,risk_error_sample_min,risk_error_sample_max,plan_primary_status,plan_secondary_status,plan_primary_star,plan_primary_recomputed,plan_secondary_objective,plan_violation_nonnegative,plan_violation_soc_bounds,plan_violation_soc_recursion,plan_violation_soc_start_alignment,plan_violation_pv_allocation,plan_violation_charge_limit,plan_violation_discharge_limit,plan_violation_supply,plan_violation_primary_cost_preservation,plan_violation_secondary_objective,plan_violation_terminal_soc,plan_violation_planned_cost_column,plan_violation_grid_purchase_column,actual_violation_nonnegative,actual_violation_soc_bounds,actual_violation_soc_recursion,actual_violation_soc_start_alignment,actual_violation_pv_allocation,actual_violation_charge_limit,actual_violation_discharge_limit,actual_violation_supply,actual_violation_fixed_grid_purchase,actual_violation_planned_cost_column,actual_violation_emergency_cost_column,actual_violation_total_cost_column
2025-04-18,2,5,4747.005127037269,4747.005127037269,4747.005126937269,27901.806601211785,8.661906641532289e-07,13890.599910763653,1.9999652682912253e-06,13890.599912763619,26294.010253572003,24946.254930150204,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000060410675359e-07,1.2418917000431975,2.4236898999988625,9.999894245993346e-08,9.094947017729282e-13,0,0,78,78,optimal,optimal,13890.599910663654,13890.599910663655,26294.010253572003,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,9.999894245993346e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.668621376273222e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,2.424371814752275e-14
2025-04-19,2,5,4747.005126937269,4747.005126937269,4746.693247201765,27703.329034247297,6.836647615105791e-07,13779.938043505386,1.6999649165744358e-06,13779.93804520535,26294.010253369634,25268.644880860797,0.3118797355036804,144,144,144,144,0.0,0.31187963550303266,0.31187963550303266,8.810729923425242e-13,1.0000028350987121e-07,1.2388503999973182,2.4237514000014926,9.999712347052991e-08,8.810729923425242e-13,0,0,79,79,optimal,optimal,13779.93804340539,13779.938043405391,26294.01025336963,0.0,0.0,6.252776074688882e-13,0.0,0.0,0.0,0.0,0.0,9.999712347052991e-08,3.637978807091713e-12,0.0,0.0,1.1368683772161603e-13,6.104682963015085e-13,0.0,8.810729923425242e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,1.3415046839821626e-14
2025-04-20,2,5,4746.693247201765,4746.693247201765,4696.761765672254,59430.60062937306,9.095402071402387e-07,35323.14238869873,2.6000319970113193e-06,35323.14239129877,35857.023038797444,36070.45716461007,49.931481529511075,144,144,144,144,0.0,49.931481529510975,49.931481529510975,9.094947017729282e-13,1.000009651761502e-07,1.2859232000228076,2.453297800002474,9.999348549172282e-08,9.094947017729282e-13,0,0,80,80,optimal,optimal,35323.14238859874,35323.14238859877,35857.02303879746,0.0,0.0,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,1.4551915228366852e-11,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.023892744153272e-13,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.0,0.0,0.0,5.4001247915120636e-14
2025-04-21,2,5,4696.761765672254,4696.761765672254,4696.761765572254,60096.981022552034,8.321880449159364e-07,35523.966088381574,2.399985021130124e-06,35523.966090781556,36349.70881101929,33614.68502594465,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000102133744805e-07,1.2772929000202566,2.450162900000578,1.0000803740695119e-07,9.094947017729282e-13,0,0,81,81,optimal,optimal,35523.966088281566,35523.966088281566,36349.70881101929,0.0,0.0,8.313350008393172e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.633094239485217e-13,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.0,0.0,0.0,5.121592039761143e-14
2025-04-22,2,5,4696.761765572254,4696.761765572254,4658.321950709409,58433.07913762249,461.9573974534497,34908.932035783866,1592.8084720802694,36501.74050786413,35792.166785370995,34473.34882114026,38.439814862845196,144,144,144,144,0.0,38.439814862844614,38.439814862844614,2.0463630789890885e-12,1.0000002248489182e-07,1.2920379000024695,2.5190205999970203,9.999348549172282e-08,2.0463630789890885e-12,0,0,82,82,optimal,optimal,34908.93203568387,34908.93203568388,35792.166785370995,0.0,0.0,1.2505552149377763e-12,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,1.5916157281026244e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.0463630789890885e-12,0.0,0.0,0.0,3.4358527041171785e-14
2025-04-23,2,5,4658.321950709409,4658.321950709409,4658.321950609409,58764.23714479456,18.781731007147012,34890.0201395598,61.97971244541881,34951.99985200522,35796.823474369565,33893.925631755854,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.979177977786297e-13,1.0000016459343897e-07,1.2736607999904663,2.449115900002653,1.00000761449337e-07,9.979177977786297e-13,0,0,83,83,optimal,optimal,34890.020139459804,34890.020139459804,35796.823474369565,0.0,0.0,2.2737367544323206e-12,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.979177977786297e-13,0.0,0.0,0.0,0.0,5.684341886080801e-13,0.0,0.0,0.0,5.1841198001692184e-14
2025-04-24,2,5,4658.321950609409,4658.321950609409,4643.789543153972,58331.62940669816,5.85093420323628e-07,34695.6854064252,2.0999927536829657e-06,34695.68540852518,35677.623223982606,32869.10483261498,14.532407455437351,144,144,144,144,0.0,14.532407455437422,14.532407455437422,1.8189894035458565e-12,1.0000102133744805e-07,1.348528799979249,2.6009364999990794,1.00000761449337e-07,1.8189894035458565e-12,0,0,84,84,optimal,optimal,34695.685406325196,34695.68540632521,35677.623223982606,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,5.4001247915120636e-14
2025-04-25,2,5,4643.789543153972,4643.789543153972,4639.4264968042135,26924.71826489306,6.125570714015978e-07,13188.254405368396,1.4999844359038888e-06,13188.25440686838,26087.579085803,24882.776527084832,4.363046349758406,144,144,144,144,0.0,33.95279629185461,4.363046249758952,8.589672183410989e-13,1.0000061149639805e-07,1.2441533000928757,2.409883300002548,1.00000761449337e-07,8.589672183410989e-13,0,0,85,85,optimal,optimal,13188.254405268395,13188.254405268395,26087.579085803,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,4.79491948346276e-13,0.0,8.589672183410989e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,2.0577317625600798e-14
2025-04-26,2,5,4639.4264968042135,4639.4264968042135,4639.426496704214,26512.402587608107,319.60791499492103,12919.483958590321,1536.002537467927,14455.486496058249,26082.756743103488,24971.877904951172,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000127304010675e-07,1.2516241000012087,2.462195399999473,1.00000761449337e-07,9.094947017729282e-13,0,0,86,86,optimal,optimal,12919.48395849032,12919.483958490318,26082.75674310349,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,5.684341886080802e-14,1.00000761449337e-07,3.637978807091713e-12,0.0,0.0,5.684341886080802e-14,5.87378467096415e-13,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.8421709430404007e-13,0.0,0.0,0.0,2.4868995751603507e-14
2025-04-27,2,5,4639.426496704214,4639.426496704214,4605.345015174702,55442.653035088006,1299.5528465858763,32824.049398375435,5697.012792236769,38521.06219061221,35169.913635044286,35694.241258119524,34.08148152951162,144,144,144,144,0.0,34.081481529511535,34.081481529511535,1.2505552149377763e-12,1.0000445627156296e-07,1.2671372000149859,2.4411918000005244,1.0000803740695119e-07,1.2505552149377763e-12,0,0,87,87,optimal,optimal,32824.049398275434,32824.049398275434,35169.913635044286,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,0.0,0.0,3.410605131648481e-13,0.0,1.2505552149377763e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-04-28,2,5,4605.345015174702,4605.345015174702,4594.827422534079,55923.868540659314,5676.1966975606465,33313.54494710611,16131.573204391167,49445.11815149728,35445.57408782511,36690.27106404891,10.517592640622752,144,144,144,144,0.0,10.517592640623135,10.517592640623135,3.524291969370097e-12,1.0000550787481188e-07,1.2759223999964888,2.4786462000010943,9.999348549172282e-08,3.524291969370097e-12,0,0,88,88,optimal,optimal,33313.54494700611,33313.544947006114,35445.57408782511,0.0,0.0,2.9558577807620168e-12,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,5.698763786528484e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.524291969370097e-12,0.0,0.0,0.0,5.684341886080802e-14
2025-04-29,2,5,4594.827422534079,4594.827422534079,4594.827422434079,56486.18890678935,998.3021603468576,33652.06609937057,3907.1741852049868,37559.24028457556,35133.768440636035,32029.67119722066,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.0001565442507854e-07,1.272084200016252,2.4315690000003087,9.999348549172282e-08,1.8189894035458565e-12,0,0,89,89,optimal,optimal,33652.066099270574,33652.066099270574,35133.768440636035,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.684341886080801e-13,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-04-30,2,5,4594.827422434079,4594.827422434079,4534.649774289931,56844.37051255709,6.223354947717666e-07,33856.144909239476,1.9000018895719221e-06,33856.144911139476,34610.75432948825,33105.05051761547,60.17764814414841,144,144,144,144,0.0,60.177648144147966,60.177648144147966,9.094947017729282e-13,1.0000072234106482e-07,1.2671338999753061,2.4789329000013822,1.00000761449337e-07,9.094947017729282e-13,0,0,90,90,optimal,optimal,33856.144909139475,33856.14490913948,34610.75432948825,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0.0,4.52473613918156e-14
2025-05-01,2,5,4534.649774289931,4534.649774289931,3849.3089867597514,56569.845694326745,1817.8817407439662,33887.716935725584,10966.017511614236,44853.73444733982,34760.33921467446,35757.09647107104,685.3407875301796,144,144,144,144,0.0,685.34078753018,685.34078753018,1.7179344366821977e-12,1.0000030670198612e-07,1.2939977999776602,2.479304200001934,9.999348549172282e-08,1.7179344366821977e-12,0,0,91,91,optimal,optimal,33887.71693562559,33887.71693562559,34760.33921467446,0.0,0.0,1.3642420526593924e-12,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.7179344366821977e-12,0.0,0.0,0.0,0.0,1.2505552149377763e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-02,2,5,3849.3089867597514,3849.3089867597514,3346.4392211580885,26378.497717708768,2436.957402965315,13014.693255551618,13295.727146656336,26310.42040220795,24498.617973016942,24561.61915576395,502.86976560166295,144,144,144,144,0.0,502.8697656016633,502.8697656016633,6.252776074688882e-13,1.00000761449337e-07,1.2632223999753478,2.429356699998607,1.000043994281441e-07,6.252776074688882e-13,0,0,92,92,optimal,optimal,13014.693255451613,13014.693255451612,24498.617973016942,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.000043994281441e-07,0.0,0.0,0.0,1.1368683772161603e-13,2.8421709430404007e-13,0.0,6.252776074688882e-13,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-03,2,5,3346.4392211580885,3346.4392211580885,3158.976579798653,26560.559240525326,2038.2543483180266,13111.793493580652,11517.776136404329,24629.56962998498,23492.87844181554,22755.269586396666,187.46264135943557,144,144,144,144,0.0,187.46264135943562,187.46264135943562,8.637535131583718e-13,1.0000030670198612e-07,1.26679819994024,2.4595776999994996,1.000043994281441e-07,8.637535131583718e-13,0,0,93,93,optimal,optimal,13111.793493480649,13111.793493480645,23492.878441815545,0.0,0.0,7.389644451905042e-13,0.0,0.0,0.0,0.0,0.0,1.000043994281441e-07,3.637978807091713e-12,0.0,0.0,1.1368683772161603e-13,4.656694153557164e-13,2.2737367544323206e-13,8.637535131583718e-13,0.0,0.0,5.684341886080801e-13,0.0,3.410605131648481e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-04,2,5,3158.976579798653,3158.976579798653,2863.1021136927397,57750.05633737842,1749.0568020035037,34197.46809599044,10300.084699528794,44497.55279551924,35388.645375163986,32230.73778433942,295.87446610591314,144,144,144,144,0.0,313.49271604800833,295.8744660059133,9.094947017729282e-13,1.00000761449337e-07,1.2959038000226428,2.4872912999999244,1.0000803740695119e-07,9.094947017729282e-13,0,0,94,94,optimal,optimal,34197.468095890436,34197.46809589044,35388.64537516399,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.970602038971265e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-05,2,5,2863.1021136927397,2863.1021136927397,2502.226369478825,58593.47590578715,1758.0630643785933,34642.59814468455,10324.041819998487,44966.63996468303,34654.16429166772,37225.9442945158,360.8757442139149,144,144,144,144,0.0,360.8757441139152,360.8757441139152,1.4779288903810084e-12,1.0000064776249928e-07,1.3397429000215197,2.5758834000007482,9.999348549172282e-08,1.4779288903810084e-12,0,0,95,95,optimal,optimal,34642.598144584554,34642.59814458453,34654.16429166772,0.0,0.0,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.952838470577262e-13,0.0,0.0,1.4779288903810084e-12,0.0,2.2737367544323206e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-06,2,5,2502.226369478825,2502.226369478825,2055.643078734782,59040.56018891007,1620.0411122527803,34960.347438508565,9433.477208581191,44393.82464708976,34976.54305546387,36046.76845549672,446.58329074404264,144,144,144,144,0.0,446.58329074404264,446.58329074404264,1.8189894035458565e-12,3.684816078930453e-07,1.324499900048977,2.5474369000003207,1.0000803740695119e-07,1.8189894035458565e-12,0,0,96,96,optimal,optimal,34960.34743840856,34960.34743840855,34976.54305546387,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,8.881784197001252e-13,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-07,2,5,2055.643078734782,2055.643078734782,1711.488438713949,59724.70450271664,2900.6214222160015,35257.55323964371,15491.578819695,50749.13205933872,35245.62260731557,34339.17712166058,344.1546400208331,144,144,144,144,0.0,344.15463992083323,344.15463992083323,1.7053025658242404e-12,3.6848138051936985e-07,1.3164180000385386,2.512069300002622,1.0001531336456537e-07,1.7053025658242404e-12,0,0,97,97,optimal,optimal,35257.5532395437,35257.55323954369,35245.62260731558,0.0,0.0,8.810729923425242e-13,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7053025658242404e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-08,2,5,1711.488438713949,1711.488438713949,1655.6590221036934,59781.681758079954,1365.2269507590993,36120.22870369423,5829.449430794869,41949.67813448909,35395.30646075746,34808.25874591543,55.82941661025575,144,144,144,144,0.0,55.82941661025575,55.82941661025575,9.094947017729282e-13,1.0000485417549498e-07,1.277833699972689,2.4670901999998023,1.0000803740695119e-07,9.094947017729282e-13,0,0,98,98,optimal,optimal,36120.22870359422,36120.228703594235,35395.30646075746,0.0,0.0,9.094947017729282e-13,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-05-09,2,5,1655.6590221036934,1655.6590221036934,1655.6590220036933,27907.930165214137,804.9893560009651,14298.45188847766,4609.708136688644,18908.160025166308,23403.450191502412,22920.49048216126,1.0000007932831068e-07,144,144,144,144,0.0,0.0,0.0,8.704148513061227e-13,1.000001077500201e-07,1.2705434999916179,2.4814361999997345,1.00000761449337e-07,8.704148513061227e-13,0,0,99,99,optimal,optimal,14298.451888377662,14298.451888377662,23403.450191502412,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.950654343129654e-13,0.0,8.704148513061227e-13,0.0,0.0,0.0,0.0,6.190603585309873e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-10,2,5,1655.6590220036933,1655.6590220036933,1528.5756402484026,28132.527682991917,762.1431474100518,14419.576642146654,4046.7280665182375,18466.30470866489,23700.083941502377,22866.138307543315,127.0833817552907,144,144,144,144,0.0,188.1858516395307,127.08338165529062,9.094947017729282e-13,1.000020688479708e-07,1.2821235999617784,2.4711517000032472,1.00000761449337e-07,9.094947017729282e-13,0,0,100,100,optimal,optimal,14419.576642046653,14419.576642046653,23700.08394150238,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,3.637978807091713e-12,0.0,0.0,1.1368683772161603e-13,6.104682963015085e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-11,2,5,1528.5756402484026,1528.5756402484026,1365.050177551681,61403.005023919846,932.0848744253734,36774.84343854155,5343.441631446432,42118.28506998798,36259.19702924064,33593.76270974675,163.52546269672166,144,144,144,144,0.0,163.52546269672166,163.52546269672166,1.8189894035458565e-12,1.0000036354540498e-07,1.2802810999273788,2.47241700000086,9.999348549172282e-08,1.8189894035458565e-12,0,0,101,101,optimal,optimal,36774.84343844155,36774.84343844156,36259.19702924065,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,0.0,1.2505552149377763e-12,5.684341886080801e-13,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-12,2,5,1365.050177551681,1365.050177551681,1365.050177451681,62298.71670119689,714.6777924043623,37121.553048083224,4458.327682454844,41579.88073053806,35907.62036133898,29656.64138514763,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.4779288903810084e-12,1.0000030670198612e-07,1.2779666999922483,2.480297799997061,1.0001531336456537e-07,1.4779288903810084e-12,0,0,102,102,optimal,optimal,37121.55304798321,37121.55304798321,35907.62036133898,0.0,0.0,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.846257060213247e-13,0.0,0.0,1.4779288903810084e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-13,2,5,1365.050177451681,1365.050177451681,1365.0501773516812,61821.008476420386,423.3567296604055,36837.17628004083,2636.22531410174,39473.401594142575,34760.34087398268,33124.13495077127,9.999985195463523e-08,144,144,144,144,0.0,1.7678958260912623,0.0,1.2631870857957336e-12,1.0041854636710923e-07,1.2847440000477945,2.472869699999137,9.998620953410864e-08,1.2631870857957336e-12,0,0,103,103,optimal,optimal,36837.176279940846,36837.17627994085,34760.34087398268,0.0,0.0,8.242295734817162e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.2631870857957336e-12,0.0,0.0,7.958078640513122e-13,0.0,2.2737367544323206e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-14,2,5,1365.0501773516812,1365.0501773516812,1325.2634830639818,61634.39940602204,401.7989729593313,36814.640896008335,2589.3598861917685,39404.000782200106,34672.76474652457,32929.240219221305,39.78669428769945,144,144,144,144,0.0,61.69344422979498,39.786694187699595,1.0358134103525016e-12,1.0000031380741348e-07,1.2804207000408496,2.476157000000967,9.999348549172282e-08,1.0358134103525016e-12,0,0,104,104,optimal,optimal,36814.64089590834,36814.64089590835,34672.76474652457,0.0,0.0,9.663381206337363e-13,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.0358134103525016e-12,0.0,0.0,5.684341886080801e-13,0.0,4.547473508864641e-13,0.0,0.0,0.0,5.684341886080802e-14
2025-05-15,2,5,1325.2634830639818,1325.2634830639818,1665.2190923547328,61944.3909697537,826.2320305893255,37641.074665790846,3393.612739203216,41034.68740499407,33794.38707398248,32464.1559469427,0.0,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.000062752609665e-07,1.2608915999626333,2.463744199998473,1.00000761449337e-07,9.094947017729282e-13,0,0,105,105,optimal,optimal,37641.074665690845,37641.07466569086,33794.38707398248,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.837375276016246e-13,0.0,0.0,6.821210263296962e-13,0.0,6.821210263296962e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-05-16,2,5,1665.2190923547328,1665.2190923547328,1543.7778446809107,28303.01652199799,9.269843477219777e-07,14938.495887344594,2.7999723649779753e-06,14938.495890144564,22564.1783952441,21191.063647466108,121.44124767382209,144,144,144,144,0.0,121.44124757382224,121.44124757382224,8.526512829121202e-13,1.0000001645948941e-07,1.253679799989186,2.4309838000008313,1.000043994281441e-07,8.526512829121202e-13,0,0,106,106,optimal,optimal,14938.49588724459,14938.49588724459,22564.1783952441,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.000043994281441e-07,0.0,0.0,0.0,5.684341886080802e-14,5.298232029066866e-13,0.0,8.526512829121202e-13,0.0,0.0,1.1368683772161603e-13,0.0,3.410605131648481e-13,0.0,0.0,0.0,5.2978066366732246e-14
2025-05-17,2,5,1543.7778446809107,1543.7778446809107,1531.9932612941136,28547.10837112352,284.3437885113916,15119.298125207213,1683.7136415526174,16803.01176675983,22588.061821170177,21604.931802179526,11.784583386797067,144,144,144,144,0.0,11.784583286796988,11.784583286796988,7.958078640513122e-13,1.0000018920663932e-07,1.253098899993347,2.4568700000018,1.00000761449337e-07,7.958078640513122e-13,0,0,107,107,optimal,optimal,15119.298125107214,15119.298125107214,22588.06182117018,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,3.637978807091713e-12,0.0,0.0,5.684341886080802e-14,5.298232029066866e-13,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,2.248489181963623e-14
2025-05-18,2,5,1531.9932612941136,1531.9932612941136,1706.8085057036367,60949.993800990924,5.236667459445421,37134.581844605906,35.31870053330904,37169.90054513922,33321.0275620193,33976.296593764,0.0,144,144,144,144,0.0,0.0,0.0,3.524291969370097e-12,1.0000128036757872e-07,1.2830270000013115,2.5297012999981234,1.00000761449337e-07,3.524291969370097e-12,0,0,108,108,optimal,optimal,37134.58184450591,37134.58184450591,33321.0275620193,0.0,0.0,1.2505552149377763e-12,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,3.335542474356361e-15,0.0,9.094947017729282e-13,0.0,0.0,3.524291969370097e-12,0.0,2.2737367544323206e-13,0.0,0.0,0.0,4.541789166311522e-14
2025-05-19,2,5,1706.8085057036367,1706.8085057036367,1690.1686908407905,60842.314728255296,67.00333375913924,36832.634550552175,451.90398316669535,37284.53853371886,33205.218420313395,31511.24301571952,16.63981486284615,144,144,144,144,0.0,16.639814862845697,16.639814862845697,3.069544618483633e-12,1.000009651761502e-07,1.2612028999828908,2.4525246000011975,1.0000803740695119e-07,3.069544618483633e-12,0,0,109,109,optimal,optimal,36832.63455045216,36832.63455045217,33205.218420313395,0.0,0.0,8.867351297681125e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.283301779346701e-13,0.0,9.094947017729282e-13,0.0,0.0,3.069544618483633e-12,0.0,3.410605131648481e-13,0.0,0.0,0.0,4.541789166311522e-14
2025-05-20,2,5,1690.1686908407905,1690.1686908407905,1674.7466352317715,59818.38818976516,498.6193272417114,36307.91047688482,1803.5297024342667,38111.44017931909,33870.07722145941,33016.40235148099,15.422055609019026,144,144,144,144,0.0,15.422055509019174,15.422055509019174,1.8260948309034575e-12,1.0000115935326903e-07,1.2745726999964972,2.471051599997736,1.00000761449337e-07,1.8260948309034575e-12,0,0,110,110,optimal,optimal,36307.91047678482,36307.910476784826,33870.07722145942,0.0,0.0,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,5.933467396062481e-13,0.0,8.867351297681125e-13,0.0,0.0,0.0,0.0,1.8260948309034575e-12,0.0,0.0,0.0,1.0805933925841944e-13
